Timestamp,Email Address,Region,Province,City/ Municipality, Name of Laboratory,Type of Ownership,Type of Testing,Zoning Catchment Area (province/city/municipality) + total specimen per area per day (i.e. Rizal-50),Operating Hours per day,Operating Days,Declared turnaround time from specimen receipt to results release (in hours),Cut off time,"Actual Maximum Operational Capacity per day (# of samples than can be tested  per day-based on available machine, HR, operating hours, etc.  i.e. 1000)","Maximum number of samples that can be processed per day (based on available machine, HR, supplies, operating hours, etc. i.e. 1000)",Status of Laboratory Operational Capacity,Factors Affecting Current Operational Capacity,Number of Operational Extraction Machine ,Compatible Specimen Collection Kit to Extraction Machines,Number of Sansure SSR needed per day ,Number of VTM needed per day,Compatible DOH Procured Automated Extraction Kit to Extraction Machine,Number of Automated Extraction Kit needed per day,"Maximum Automated Extraction Output Per Day (maximum number of samples extracted per day based on available machine, HR, operating hours, etc.)","Current Automated Extraction Output per day (actual number of samples extracted per day based on available machine, HR, supplies, operating hours, etc.)",Number of Manual Extraction Kit needed per day,"Maximum Manual Extraction Output Per Day (maximum number of samples that can be extracted per day based on available machine, HR, operating hours, etc.)","Current Manual Extraction Output per day (current number of samples that can be extracted per day based on available machine, HR, supplies, operating hours, etc.)",Factors Affecting Extraction Output ,Operational PCR Machines,Number of PCR Kits needed per day,"Maximum PCR Output per day (maximum samples processed per day based on available machine, HR, operating hours, etc.)","Current PCR Output per day (current samples  processed per day based on available machine, HR, supplies, operating hours, etc.)",Type of Cartridge-based RT-PCR Machine,Type of Cartridged-based Modules,Total Operational Machine Modules (numeric value),Total number of Genexpert cartridges needed per day (numeric value),Total number of GeneXpert cartridges needed per month (numeric value),Other Requirements Prior to Acceptance of Samples,Other Laboratory Needs,Laboratory Contact Person,Contact Number (For DOH only),Specimens Collected,Preferred DOH Procured Manual Extraction Kit ,Brand of PCR Machines,Compatible DOH Procured PCR Kits to PCR Machines,Brand of RNA Extraction Machine,Testing output relative to capacity (number of samples tested/ declared maximum number of samples that can be processed) x 100 ,Positive Control Failure (No of runs in a day affected by a positive control failure),Internal Control Failure (No. of samples released with invalid result/ total number of samples tested for the day x 100),Negative Control Failure (No. of runs in a day affected by negative control failure),Declared turnaround time from specimen receipt to results release (in hours),Maximum Machine Operational Capacity [total samples per run x number of runs per day x total machines (separate RNA extraction from RT PCR machines i.e. 400; 500)],Total samples tested last week (from Mon to Sun),Total Cartridged-based samples tested per day
4/26/2021 17:19:58,MOLBIOCLARK@THEMEDICALCITY.COM,III,PAMPANGA,ANGELES CITY,MOLECULAR LABORATORY,Private,RT-PCR,PAMPANGA-60,8 hours,5 days,48 hours,4:00PM,,160,Average/Manageable,MANPOWER AND OPERATIONAL HOURS,16,VTM,N/A,100,N/A,4,192,,NONE,NONE,,,1,2,160,,NONE,NONR,2,,0,,NONE,MAURICE RUSSEL ESPINO,09190881802,NPS and OPS,Not Applicable,Bio-Rad CFX96,"BGI, Sansure",BIOER Magabio Virus DNA/RNA Extraction Kit,100,NONE,0,NONE,24HOURS,160,,NONE
4/26/2021 17:20:17,molecularlab.tph@gmail.com,III,Tarlac,Tarlac City,Tarlac Provincial Hospital Molecular Pathology Laboratory,LGU Owned,RT-PCR and GeneXpert,TARLAC PLATE BASED RT-PCR 180; CARTRIDGE BASED - 32,12 hours,6 days with holidays,48 hours,10AM,,230,Increase,Operational Capacity was increased due to contact tracing effort of PESU,2,"VTM and SSR, CD Rich VTM",0,235,Genamplify,192,192,,18,18,,,2,198,227,,Cepheid GeneXpert,Four placer,3,,768,,"GX Machine ; Extraction Machine;  Freezer (-40 Degrees C.),","Michelle Tanglao Miranda, M.D., FPSP",09228185223,NPS and OPS,GenAmplify TM Viral RNA Purification Kit,Bio-Rad CFX96,BGI,Panamax Extraction Machine,944,None,0.5,0,48 Hours,Plate Based RT-PCR :192;192 ; GeneX 32,Plate Based RT-PCR :1900 ; GeneX102 = 2002,24
4/26/2021 17:37:59,rfortuno@detoxicare.com.ph,NCR,Metro manila,Mandaluyong,Detoxicare Molecular Diagnostics Laboratory,Private,RT-PCR,"NCR - 1500, Region 4A - 1000",24 hours,7 days,48 hours,10pm,,4500,Average/Manageable,Samples less sent to Detoxicare,12,VTM and SSR,500,2000,n/a,2500,4500,,500,1000,,,7,2500,4500,,n/a,n/a,n/a,,n/a,,N95 mask,Rachelle Fortuno,09171379937,NPS and OPS,XABT Nucleic Extraction Kit,"ABI 7500 Fast, Bio-Rad CFX96, Bioer LineGene 9600 series, Sansure MA 6000, Healforce","BGI, Sansure","Sansure Natch CS, Purifier Modesty",53,1,0,0,48,4500,16812,n/a
4/26/2021 18:03:33,valhopemolecularlab@gmail.com,NCR,Metro Manila,Valenzuela City,Valenzuela Hope Molecular Laboratory,LGU Owned,RT-PCR,Valenzuela-400-550,16 hours,6 days with holidays,48 hours,4pm,,540,Increase,Shortage of personnel because of the need to undergo quarantine,2,VTM,N/A,400-550,N/A,12 kits,400-550,,192,192,,,2,2-3 (200tests/kit),540,,N/A,N/A,N/A,,N/A,,"Availability of Support Biomedical Engineers for Equipment Calibration and Preventive Maintenance, especially when Warranty of purchased equipment expires",Jemimah Dawn B. Meneses,02-82454213; 09456215674,NPS and OPS,"Thermofisher Genejet Viral DNA/RNA Purification Kit, Invitrogen Purelink TM Viral RNA/ DNA Mini Kit",Bio-Rad CFX96,"BGI, A Star Fortitude Kit 2.0",Genolution Nextractor 48,85.5,0,0,0,24-48 hours,900;960,2769,N/A
4/26/2021 18:29:35,csrlcho1covidlab@gmail.com,IV-A,Other,Santa Rosa,Santa Rosa CHO1 GXpert Laboratory,LGU Owned,GeneXpert,"CHO1-16, CHO2-16, Santa Rosa Community Hospital-16",8 hours,5 days,24 hours,"10 am, 6 pm",,48,Increase,Infected staff,No Extraction Machine,VTM and SSR,48,48,N/A,N/A,48-56,,N/A,N/A,,,,N/A,N/A,,Cepheid GeneXpert,Four placer,8,,768,,"PPE kit, N95 mask, Alcohol, Intefolded tissue and rolled, bond paper, ink for the printer, face shield",Mariza Garing,09086609028,NPS and OPS,N/A,N/A,N/A,N/A,444,0,0,0,24-32,96,214,48-56
4/26/2021 18:42:37,nkticovid@gmail.com,NCR,Metro Manila,Quezon City,NKTI COVID 19 PCR Testing Laboratory/ Rapid  Cartridge based PCR ,GOCC,RT-PCR,San Juan-20,16 hours,7 days with holidays,16-24 hours,10am in the morning; 3pm in the afternoon,,250,Average/Manageable,"Hospital information System, Manpower, 
limited no. of analyst for RT PCR",2,VTM,not applicable,259,Nextractor 48S Genolution,6 kits of VN143 Viral RNA extraction kit Genolution ,384,,half kit,125,,,2,6 Sansure kits ,168,,Cepheid GeneXpert,Sixteen placer,11 modules,,248,,"Prefilled Cartridge VN 143 Genolution, 3M N95 mask 1860, Sansure PCR kits, ",Dr.Pamela Delos Reyes-Murillo,(0919) 590 4855,NPS and OPS,"XABT Nucleic Extraction Kit, Qiagen Viral RNA extraction kit",Bio-Rad CFX96,"A Star Fortitude Kit 2.0, Sansure",Genolution Nextractor 48,545,none,none,none,16-24 hours,1536; 2016,1363,6-8
4/26/2021 19:13:29,subicmolecularlab2020@gmail.com,III,ZAMBALES,SUBIC BAY FREEPORT ZONE,PHILIPPINE RED CROSS SUBIC MOLECULAR LABORATORY,Private,RT-PCR,OLONGAPO CITY-100 SUBIC BAY FREEPORT ZONE-100 BATAAN-50 ZAMBALES-50,12 hours,7 days,48 hours,4:00PM,,1000,Average/Manageable,BATCH TESTING REQUIRES 90 SAMPLES TO MAXIMIZE A TEST RUN,1,Sansure SSR,500,N/A,N/A,8 POUCHES SAMPLE RELEASE REAGENT = 16 VIALS,1000,,0,0,,,2,10,1000,,N/A,N/A,1,,0,,N/A,AMIRA PURIDEL G. ALVAREZ,09087268882,"NPS and OPS, Saliva",Not Applicable,Sansure MA 6000,N/A,Sansure Natch CS,48,0,5,0,48,1000:1000,3363,0
4/26/2021 19:32:21,mollab.znmc@gmail.com,IX,Zamboanga del Norte,Roxas,Zamboanga del Norte Medical Center Molecular Diagnostic Laboratory,LGU Owned,RT-PCR,90-100,8 hours,5 days with holidays,48 hours,3 PM,,180,Average/Manageable,Lacking support staff,1,VTM and SSR,,,Thermo Scientific Magmax Extraction kit,,180,,,,,,1,1-2,180,,,,,,,,"PPE, alcohol",Jessie E. Recentes,09750620800  (Viber),NPS and OPS,,ABI Quantstudio,,Kingfisher,35.11,0,0,0,48 hours,180/180,316,
4/26/2021 20:19:29,batmcxpertxpresscovidlab@gmail.com,IV-A,BATANGAS,BATANGAS CITY,Batangas Medical Center Genexpert Lab,DOH Owned,RT-PCR and GeneXpert,CALABARZON (Emergency cases Only) ,12 hours,5 days,24 hours,12Noon,,60,Decrease,HAVING BOTH MOLECULAR AND GENEXPERT LAB,,"VTM, Sansure SSR, VTM and SSR",NA,60,NA,NA,NA,,NA,NA,,,,NA,NA,,Cepheid GeneXpert,"Four placer, Sixteen placer",20,,250,,PPE especially N95 mask,MARK ANTHONY MAGBOO,740 8307 loc 1044,NPS and OPS,Not Applicable,NA,NA,NA,NA,NA,NA,NA,24,NA,60,25
4/26/2021 21:37:47,surigao.mlab@redcross.org.ph,CARAGA,SURIGAO DEL NORTE,SURIGAO CITY,PHILIPPINE RED CROSS SURIGAO DEL NORTE MOLECULAR LABORATORY,Private,RT-PCR,SURIGAO DEL NORTE-180,16 hours,6 days,24 hours,1 AM,,180,Average/Manageable,N/A,1,"Sansure SSR, Saliva Collection Container",180,0,SANSURE BIOTECH NUCLEIC ACID DIAGNISTIC KIT,4,180,,N/A,N/A,,,2,4,180,,N/A,N/A,0,,0,,"GLOVES, ALCOHOL, PPEs, STABLE INTERNET CONNECTION, SWABBING BOOTH",JANE KABAYAO,09213334012,"NPS and OPS, Saliva",Not Applicable,Sansure MA 6000,Sansure,Sansure Natch CS,100,0,0,0,24,180;360,1267,0
4/27/2021 3:05:53,nmtbrc.covid@gmail.com,X,Misamis Oriental,Cagayan de Oro City,Northern Mindanao Medical Center Satellite COVID-19 Laboratory,DOH Owned,RT-PCR,"Misamis Oriental - 50, Misamis Occidental - 50, Lanao del Norte/Iligan City - 20 , Bukidnon - 70 , Camiguin Island -  20",16 hours,7 days with holidays,48 hours,9:00 pm,,558,Average/Manageable,Limited number of samples arriving at our laboratory. ,3,VTM and SSR,,,,4,279,,0,0,,,3,16,279,,,,,,,,MicroAmp 0.2 mL PCR Plate,Gemma G. Uy,09065375647,NPS and OPS,XABT Nucleic Extraction Kit,"ABI 7500 Fast, Bio-Rad CFX96, Sansure MA 6000, ABI 7500 Regular","A Star Fortitude Kit 2.0, Sansure","GenePure Pro, Genolution Nextractor 48, Sansure Natch CS",33,0,1,0,48 hours,"1,488",907,
4/27/2021 6:06:42,eichel_manalaysay@yahoo.com,III,Bataan ,Balanga,Honey Caringal,DOH Owned,GeneXpert,0,24 hours,7 days with holidays,1 hr,None,,30,Increase,9,,VTM,,30,,,,,,,,,,,,,Cepheid GeneXpert,Four placer,8,,600,,Cartridge ppe,Honey Caringal,09666702352,NPS and OPS,,,,,656,0,0,0,1 hr 45 minutes,320,197,30
4/27/2021 6:32:16,spcmc.molecularlab@gmail.com,IV-A,LAGUNA,SAN PABLO CITY,SAN PABLO COLLEGES MEDICAL CENTER,Private,RT-PCR,N/a,8 hours,6 days,48 hours,12NN,,200,Decrease,N/a,1,VTM,N/a,100,N/a,1 box,200,,1box,200,,,1,2,4,,N/a,N/a,N/a,,N/a,,GLOVES,RICHARD E. TEMPLO,09152671492,NPS and OPS,N/a,Roche Light Cycler 480 II,N/a,Roche MagnaPure,"20,000",N/a,N/a,N/a,48 hours,4 hours / 90 samples,533,N/a
4/27/2021 7:56:31,itrmc.mbl@gmail.com,I,La Union,City of San Fernando,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,DOH Owned,RT-PCR and GeneXpert,N/a,12 hours,7 days with holidays,48 hours,N/A,,800,Increase,"Equipment failure, nonfunctional and ",2,VTM and SSR,1000,1000,Sansure NATCH,25,1000,,1000,1000,,,3,25,1000,,Cepheid GeneXpert,Four placer,1,,120,,"Supplies - Filtered Tips compatible with Sansure Natch and for manual extraction, Eppendorf Tubes Tubes, Plate Spinner, Microcentrifuge, Vortex, PCR Plates, Thermal Cycler - MA 6000 ",Wilson Leal Laranang,09338652570,"1 NPS only, 1 OPS only, NPS and OPS","Thermofisher Genejet Viral DNA/RNA Purification Kit, Invitrogen Purelink TM Viral RNA/ DNA Mini Kit",Bio-Rad CFX96,"A Star Fortitude Kit 2.0, Sansure","Abgenix Extraction System, Sansure Natch CS",1237.38,2,0,5,48,n/a,9899,4
4/27/2021 8:35:19,djnrmhsmolecularlab@gmail.com,NCR,METRO MANILA,CALOOCAN ,Dr.Jose N. Rodriguez Memorial AHospital and Sanitarium Molecular Diagnostic Laboratory,DOH Owned,RT-PCR and GeneXpert,ROMBLON- 80,16 hours,7 days with holidays,48 hours,5:00 PM ,,270,Increase,Ofw testing /mandatory swabbing,3,VTM and SSR,300,300,SANSURE,15,300,,15,300,,,4,15,300,,Cepheid GeneXpert,Four placer,4,,150,,Valid id/cif/linelist,MAVERICK FLORES,0965490544,NPS and OPS,SANSURE,Sansure MA 6000,Sansure,"Maccurra, Sansure Natch CS",160,0,0,0,48 HRS,270,3031,1-5
4/27/2021 9:14:00,brendalucas1216@yahoo.com,XI,Davao del Sur,Davao ,Southern Philippines Medical Center,DOH Owned,RT-PCR and Other Cartridge-based,province- 500/ city- 600/ in-patient- 300,24 hours,7 days with holidays,48 hours,none,,1300,Increase,aggressive community testing,2,VTM and SSR,1000,500,Kingfisher with consumables,1,200,,1,100,,,8,20-40,1300,,Biofire,,1,,,,refrigerator and freezer for storage of samples,Brenda Lucas,09177031216,NPS and OPS,"XABT Nucleic Extraction Kit, Thermofisher Genejet Viral DNA/RNA Purification Kit, GenAmplify TM Viral RNA Purification Kit","Bio-Rad CFX96, Roche Lightcycler 480 II, Sansure MA 6000","BGI, Sansure","Kingfisher, Sansure Natch CS",507,0,0,0,48,1100,6593,0-3
4/27/2021 9:15:02,jeanelyntaguinod@gmail.com,II,Cagayan,Tuguegarao City,Cagayan Valley CHD TB Reference Laboratory,DOH Owned,GeneXpert,different DRUs: 90,8 hours,7 days with holidays,24 hours,"Cut off for specinen receiving: 3pm on weekdays, 10am on weekends",,112,Average/Manageable,number of specimens received per day,2,VTM and SSR,90 assuming that there is no available vtm,90 assuming that there is no available ssr,Cepheid (genexpert),90,90 maximum,,na,na,,,2,90,90,,Cepheid GeneXpert,"Four placer, Sixteen placer",15,,2700,,biohazard bags (no available supplier for local procurement),Shirlyn A. Perez,09178721107,NPS and OPS,Not Applicable,NA,na,Cepheid (genexpert),90/112*100=80,NA,NA,NA,24,112,328,90 maximum
4/27/2021 15:15:05,prcnegocc.molab@gmail.com,VI,Negros Occidental,Bacolod City,PRC Negros Occidental Molecular Laboratory,Private,RT-PCR,Bacolod City and Negros Occidental - 173,16 hours,7 days,"24 hours, 48 hours",5:00 PM,,1000,Average/Manageable,Increasing number of positive cases,1,Sansure SSR,200,,,,,,,,,,2,5,180,,,,,,,,None,Mary Grace M. Napoles,09162886389,NPS and OPS,,Sansure MA 6000,,Sansure Natch CS,180,0,0,0,24 - 48 hours,180:180,1325,
4/27/2021 17:11:55,pcalab2020@yahoo.com,VII,Cebu,Cebu,Prime Care Alpha Covid 19 Testing Laboratory ,Private,RT-PCR,2000,24 hours,7 days with holidays,24 hours,6pm,,2000,Decrease,Government regulations on travel,5,VTM and SSR,25,100,,2,100,,1,10,,,2,2,2000,,,,,,,,None,Cherry Faye Dagatan,09081153848,NPS and OPS,,Roche Lightcycler 480 II,,"BIOER Magabio Virus DNA/RNA Extraction Kit, Roche MagnaPure",35,0,0-1,0,24,2000,700,
4/28/2021 5:25:07,padlabdocs@gmail.com,NCR,Metro Manila,Pasay,Philippine Airport Diagnostic Laboratory,Private,RT-PCR,Pasay - 147,24 hours,7 days with holidays,72 hours,N/A,,2500,Average/Manageable,N/A,6,VTM and SSR,8581,,MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit,15,1000-1500,,3,300,,,8,15,1000-1500,,,,,,,,N/A,Mary Josenna C. Palomar,09452147610,NPS and OPS,Sansure ,Sansure MA 6000,Sansure,Genfine,52,N/A,N/A,N/A,72hrs,8281,8281,
4/29/2021 11:57:36,info@almolecular.com,NCR,"NCR, Fourth District (Not a Province)",City of Makati,AL Molecular Diagnostic Laboratory,Private,RT-PCR and Other Cartridge-based,10,12 hours,6 days with holidays,8 hours,6 pm,,16,Others,Marketing,2,VTM,0,500,magabio virus/DNA /  RNA Extraction Kit,17,1000,,0,0,,,2,32,32,,Ustar,Two placer,2,,0,,None,Cecille Gertrude S. Guerrero,09177033016,NPS and OPS,Not Applicable,"Bioer LineGene 9600 series, abcyclerQ Real Time PCR",Ustar,Ustar,34.5,0,0,0,8 hrs,16,0,16
4/30/2021 9:07:24,info@almolecular.com,NCR,"NCR, Fourth District (Not a Province)",City of Makati,AL Molecular Diagnostic Laboratory,Private,RT-PCR and Other Cartridge-based,10,12 hours,6 days with holidays,8 hours,6 pm,,16,Others,Marketing,2,VTM,0,500,magabio virus/DNA / RNA Extraction Kit,17,1000,,0,0,,,2,32,32,,Ustar,Two placer,2,,0,,None,Cecille Gertrude S. Guerrero,09177033016,NPS and OPS,Not Applicable,"Bioer LineGene 9600 series, abcyclerQ Real Time PCR",Ustar,Ustar,34.5,0,0,0,8 hrs,16,0,16
5/1/2021 7:36:33,info@almolecular.com,NCR,"NCR, Fourth District (Not a Province)",City of Makati,AL Molecular Diagnostic Laboratory,Private,RT-PCR and Other Cartridge-based,10,12 hours,6 days with holidays,8 hours,6 pm,,16,Others,Marketing,2,VTM,0,500,magabio virus/DNA / RNA Extraction Kit,17,1000,,0,0,,,2,32,32,,Ustar,Two placer,2,,0,,None,Cecille Gertrude S. Guerrero,09177033016,NPS and OPS,Not Applicable,"Bioer LineGene 9600 series, abcyclerQ Real Time PCR",Ustar,Ustar,34.5,0,0,0,8 hrs,16,0,16
5/1/2021 19:42:35,spcmc.molecularlab@gmail.com,IV-A,LAGUNA,SAN PABLO CITY,SAN PABLO COLLEGES MEDICAL CENTER,Private,RT-PCR,N/a,8 hours,6 days,48 hours,12NN,,200,Decrease,N/a,1,VTM,N/a,100,N/a,1 box,200,,1box,200,,,1,2,4,,N/a,N/a,N/a,,N/a,,GLOVES,RICHARD E. TEMPLO,09152671492,NPS and OPS,N/a,Roche Light Cycler 480 II,N/a,Roche MagnaPure,"20,000",N/a,N/a,N/a,48 hours,4 hours / 90 samples,533,N/a
5/2/2021 9:25:41,info@almolecular.com,NCR,"NCR, Fourth District (Not a Province)",City of Makati,AL Molecular Diagnostic Laboratory,Private,RT-PCR and Other Cartridge-based,10,12 hours,6 days with holidays,8 hours,6 pm,,16,Others,Marketing,2,VTM,0,500,magabio virus/DNA / RNA Extraction Kit,17,1000,,0,0,,,2,32,32,,Ustar,Two placer,2,,0,,None,Cecille Gertrude S. Guerrero,09177033016,NPS and OPS,Not Applicable,"Bioer LineGene 9600 series, abcyclerQ Real Time PCR",Ustar,	Ustar,34.5,0,0,0,8 hrs,16,0,16
5/3/2021 6:58:23,nihcovid19.upm@up.edu.ph,NCR,Metro Manila,Manila,UP NIH Molecular Laboratory,Other Government Agency,RT-PCR,Manila and Mandaluyong +/- Valenzuela others ( no fixed number per day / no quotas),16 hours,7 days with holidays,48 hours,Specimens receive from 6:30 AM - 10 AM for same day processing; can receive up to 7 PM for next day processing.,,400,Average/Manageable,"Number of specimens submitted by DRUs etc.;
Status of BSL2+ laboratory, Extraction and PCR machines;
Number of staffs reporting to work;
Reagents, consumables and supplies.",2,"VTM, Sansure SSR, VTM and SSR",0,300,"Thermo Scientific Magmax Extraction kit, Kingfisher with consumables, Panamax GenAmplify BeaDxMax",Depending on the machine used - Magmax - one only because 1 kit can do 1000 reactions; GenAmplify BeaDxMax kits- can be up to 400 reactions / 1 box a day,400,,1 kit,up to 50 (equivalent to 1 kit),,,4,5 (for kits with 48 tests - Sansure BioTech),400,,,,,,,,N/A,Karen Cybelle J. Sotalbo,09953579280,"1 NPS only, 1 OPS only, NPS and OPS",Not Applicable,"MIC PCR, Bio-Rad CFX96","BGI, A Star Fortitude Kit 2.0, Sansure, GenAmplify","Kingfisher, Panagene Panamax 48",,N/A,N/A,N/A,48 hours,,1000,
5/3/2021 7:18:57,kairosmolecularlab@gmail.com,NCR,Metro Manila,Quezon City,Kairos Diagnostic Laboratory ,Private,RT-PCR,Quezon city-200,16 hours,7 days,32 hours,6pm,,1000,Average/Manageable,Limited staff,1,VTM and SSR,100,200,MGI Easy Magnetic Beads Virus DNA/RNA Extration Kit,100,100,,2,10,,,2,200,200,,,,,,,,Additional staff,Christine Joy Feliciano,09154223689,NPS and OPS,"XABT Nucleic Extraction Kit, Sansure -sample release reagent","Sansure MA 6000, Quant studio 5 - thermofisher",Sansure,Genfine Automated Extractor ,32,0,3.75,0,12-48hrs,180:320,"1,555",
5/3/2021 7:27:03,jeanelyntaguinod@gmail.com,II,Cagayan,Tuguegarao City,Cagayan Valley CHD TB Reference Laboratory,DOH Owned,GeneXpert,different DRUs-50-70,8 hours,7 days with holidays,24 hours,"Cut off for specinen receiving: 3pm on weekdays, 10am on weekends",,112,Average/Manageable,number of specimens received per day,,VTM and SSR,112 assuming that there is no available vtm,112 assuming that there is no available vtm,,,,,,,,,,,,,Cepheid GeneXpert,"Four placer, Sixteen placer",14,,2190,,biohazard bags (no available supplier for local procurement),Shirlyn A. Perez,09178721107,NPS and OPS,,,,,73/112*100=65,NA,NA,NA,24,112,363,73 (maximum for the week)
5/3/2021 7:52:42,info@almolecular.com,NCR,"NCR, Fourth District (Not a Province)",City of Makati,AL Molecular Diagnostic Laboratory,Private,RT-PCR and Other Cartridge-based,10,12 hours,6 days with holidays,8 hours,6 pm,,16,Others,Marketing,2,VTM,0,500,magabio virus/DNA / RNA Extraction Kit,17,1000,,0,0,,,2,32,32,,Ustar,Two placer,2,,0,,None,Cecille Gertrude S. Guerrero,09177033016,NPS and OPS,Not Applicable,"Bioer LineGene 9600 series, abcyclerQ Real Time PCR",Ustar,Ustar,34.5,0,0,0,8 hrs,16,151,16
5/3/2021 7:53:41,pnpcovid19.cl@gmail.com,NCR,Metro Manila,Quezon City,PNP Crime Laboratory COVID-19 RT-PCR Testing Facility,Other Government Agency,RT-PCR,NCR - 300 to 500,8 hours,6 days,48 hours,12:00 NN,,500,Increase,Numbers of getting swabbed everyday,2,VTM,N/A,150,Magabio Extraction Kit,20-25 Magabio plates per day,500,,N/A,150,,,2,300,500,,Others,N/A,0,,0,,Linelist and CIFs,PLTCOL MARIA THERESA A BODO - 09176812004,None,NPS and OPS,Magabio Extraction Kit,"ABI 7500 Fast, ABI Quantstudio",BGI,GenePure Pro,60-100,0,0,0,48,300-500 samples per day extraction / 300-500 samples per day PCR,2056,0
5/3/2021 8:20:17,oksicovid19lab@gmail.com,IV-B,OCCIDENTAL MINDORO,MAMBURAO,OCCIDENTAL MINDORO PROVINCIAL HOSPITAL-GENEXPERT LAB,LGU Owned,GeneXpert,WHOLE PROVINCE OF OCCIDENTAL MINDORO - VARYING NO. OF SPECIMEN/AREA,8 hours,5 days,"24 hours, 48 hours",3:00PM,,24,Decrease,AVAILABILITY OF VTMs IN REFFERING FACILITIES,,N/A,,20,N/A,N/A,N/A,,N/A,N/A,,,,N/A,N/A,,Cepheid GeneXpert,Four placer,4,,480,,"VTMs, ADDITIONAL CARTRIDGES",LARRY P. AMITA,09778106807,"1 NPS only, 1 OPS only, NPS and OPS",N/A,N/A,N/A,N/A,51.60%,N/A,N/A,N/A,24-48 HRS,,62,VARIABLE
5/3/2021 8:22:48,rmc.covidlab@gmail.com,NCR,NATIONAL CAPITAL REGION,PASIG CITY,RIZAL MEDICAL CENTER - GENEXPERT LABORATORY,DOH Owned,GeneXpert,N/A,12 hours,7 days with holidays,2 hours,4:30PM,,128,Average/Manageable,SUPPLY OF CARTRIDGES,No Extraction Machine,VTM,N/A,50,NONE,N/A,N/A,,N/A,N/A,,,,N/A,N/A,,Cepheid GeneXpert,Sixteen placer,16,,1100,,"SUPPLY OF VTM, OPS, NPS and CARTRIDGES
","JUSTINE LORENZ V. FALZADO, RMT",09164395801,NPS and OPS,Not Applicable,NONE,N/A,,31.25,N/A,N/A,N/A,2,128,239,50
5/3/2021 8:43:39,djnrmhsmolecularlab@gmail.com,NCR,METRO MANILA,CALOOCAN,Dr.Jose N. Rodriguez Memorial AHospital and Sanitarium Molecular Diagnostic Laboratory,DOH Owned,RT-PCR and GeneXpert,ROMBLON - 250 ,16 hours,7 days with holidays,48 hours,5:00 PM ,,270,Increase,Ofw testing /mandatory swabbing,3,VTM and SSR,300,300,SANSURE,15,270,,15,270,,,4,15,270,,Cepheid GeneXpert,Two placer,4,,150,,Valid id/cif/linelist,MAVERICK FLORES,0965490544,NPS and OPS,SANSURE,Sansure MA 6000,Sansure,"Maccurra, Sansure Natch CS",154.23,0,0,0,48 HRS,270,2915,1-5
5/3/2021 8:46:54,kccrisostomo@sehi.ph,XII,SOUTH COTABATO,GENERAL SANTOS CITY,"ST. ELIZABETH HOSPITAL, INC.",Private,GeneXpert,"SOUTH COTABATO- 10
SARANGANI- 10
SULTAN KUDARAT- 5
GENERAL SANTOS CITY- 20",24 hours,7 days,2 hours,NONE,,50,Average/Manageable,"-TAT
-INCREASED NUMBER OF TRAVELLERS/OFW GOING ABROAD
-INCREASED NUMBER OF CASES IN THE REGION",No Extraction Machine,NONE,0,50,NONE,0,0,,0,0,,,,0,0,,Cepheid GeneXpert,Four placer,4,,1000,,NONE,DR. KENNETH C. CRISOSTOMO,09228675365,NPS and OPS,NONE,NONE,NONE,NONE,52,0,0,0,2,96,381,50
5/3/2021 8:48:27,batmcmolecularlab@gmail.com,IV-A,Batangas,Batangas City,Batangas Medical Center Molecular Diagnostics Laboratory (RT-PCR) ,DOH Owned,RT-PCR,Batangas Province-150 to 180 per day,12 hours,5 days with holidays,72 hours,12 noon,,180,Increase,Increase in the number of positive cases and contact tracing activities ,2,VTM,0,150-180,Maccura MagBind RNA Extraction Kit,150-180,180,,150-180,180,,,2,150-180,180,,N/A,N/A,N/A,,N/A,,ADDITIONAL VTMS WITH NPS/OPS APPLICATORS & N95 RESPIRATORS,PATRICIA MAE U. MACALALAD,09152723871,NPS and OPS,,Bio-Rad CFX96,Maccura SARS-COV-2 Fluorescent Kit,Maccurra,79 %,0,0,0,72 hours,180; 180,711,N/A
5/3/2021 8:53:51,lpghstc.molcular@gmail.com,NCR,METRO MANILA,LAS PINAS,LAS PINAS GENERAL HOSPITAL AND SATELLITE TRAUMA CCENTER,DOH Owned,RT-PCR and GeneXpert,"LAS PINAS - 350
CAVITE - 100
PARANAQUE - 14",12 hours,7 days with holidays,24 hours,1 PM,,200,Average/Manageable,N/A,1,Sansure SSR,90,0,N/A,1,288,,0,0,,,2,9,200,,Cepheid GeneXpert,Four placer,1,,120,,1000 UL FILTERED TIPS,CECIL ALCAZAREN,09471962187,NPS and OPS,N/A,"Sansure MA 6000, Sansure Slan48",Sansure,Genolution Nextractor 48,130,N/A,N/A,N/A,24,PCR 260; RNA 288,464,4
